TITLE;Differential evolution variants;;;;;;;;;
FOCUS ON;;;;;;;;;;
EXPERIMENT TYPE;DEVariants;;;;;;;;;
PARAMETERS;;;;;;;;;;
normalization;Center;;;;;;;;;
pcaRecompositionThreshold;0.95;;;;;;;;;
component;1;2;3;4;5;6;7;8;;
type;RandomNormal;RandomUniform;RandomNormal;RandomNormal;RandomNormal;RandomUniform;RandomWeibull;RandomWeibull;;
p1;0;0;0;0;0;0;0;0;;
p2;15;10;10;10;10;5;0.2;5;;
RESULTS;;;;;;;;;;
COMMON;;;;;;;;;;
distance;;;;;;;;;;
which;A;T;C;;;;;;;
plain;12.339;1.0304;1.6555;;;;;;;
PCA;232.56;0.0088295;6.9217;;;;;;;
PCA;;;;;;;;;;
weights;0.000036201;1.7316E-006;0.000041148;0.000033372;0.000025605;1.9338E-007;0.081678;0.000000006;3.262E-008;
differential evolutions parameters, by distance type;;;;;;;;;;
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;;
26084;8.905;9.176;2;0.85;0.75;10;150;T;0.10913;
4115;3.1028;38.287;3;0.5;0.75;10;10;A;0.10916;
29299;19.187;19.77;3;1.5;0.75;150;125;T;0.10928;
30196;16.753;17.263;4;1;0.25;10;150;T;0.10947;
27880;17.001;17.518;3;0.85;0.25;75;50;T;0.10953;
1204;3.1352;38.687;1;1.2;0.25;50;10;A;0.10955;
4801;3.1537;38.915;3;1;0.5;10;10;A;0.10962;
5429;3.2486;40.085;3;1.2;1;50;125;A;0.10964;
4304;3.1894;39.355;3;0.5;1;150;50;A;0.10971;
3044;3.1125;38.406;2;1;1;10;75;A;0.10978;
32853;7.0965;7.3124;5;1.2;1;30;100;T;0.10989;
2786;3.1723;39.144;2;1;0.25;75;10;A;0.1099;
10145;3.1774;39.207;6;0.5;1;75;100;A;0.10991;
31856;14.134;14.564;5;0.85;0.5;10;75;T;0.10992;
34337;15.413;15.882;6;1;0.75;50;100;T;0.10994;
25938;17.612;18.148;2;0.85;0.25;100;100;T;0.11014;
4242;3.2664;40.306;3;0.5;1;50;10;A;0.11021;
29759;4.3251;4.4567;4;0.5;1;100;100;T;0.11029;
30919;6.5441;6.7432;4;1.2;1;75;75;T;0.11032;
32761;19.276;19.863;5;1.2;0.75;30;150;T;0.11047;
25157;3.451;3.556;1;1.5;0.25;125;10;T;0.11086;
9620;3.1821;39.266;5;1.5;0.75;30;10;A;0.11096;
8158;3.1108;38.386;5;0.5;1;30;100;A;0.11108;
26802;15.218;15.681;2;1.2;0.5;75;50;T;0.1111;
10504;3.1879;39.336;6;0.85;1;30;30;A;0.1112;
3090;3.2602;40.229;2;1;1;75;100;A;0.11124;
1152;3.2547;40.161;1;1;1;125;30;A;0.11132;
25574;16.098;16.588;2;0.5;0.25;150;100;T;0.11132;
4277;3.103;38.289;3;0.5;1;100;75;A;0.11133;
7359;3.1519;38.892;4;1.2;1;10;100;A;0.11136;
2317;3.1791;39.229;2;0.5;1;100;75;A;0.1114;
1109;3.2006;39.494;1;1;1;50;30;A;0.11144;
3127;3.1492;38.86;2;1;1;150;50;A;0.11146;
3061;2.8156;34.743;2;1;1;30;100;A;0.11147;
29473;18.406;18.966;4;0.5;0.25;100;150;T;0.11153;
9706;2.9982;36.996;5;1.5;1;10;50;A;0.11162;
32931;9.2267;9.5074;5;1.5;0.25;10;50;T;0.11163;
5785;3.2019;39.51;3;1.5;1;10;50;A;0.11171;
10901;3.2497;40.099;6;1;1;30;100;A;0.11178;
6901;3.2466;40.061;4;1;0.75;75;10;A;0.11179;
30977;16.025;16.512;4;1.5;0.25;10;125;T;0.11196;
34233;6.5381;6.737;6;1;0.5;50;30;T;0.112;
9707;3.1894;39.356;5;1.5;1;10;75;A;0.11204;
5408;3.2359;39.929;3;1.2;1;30;30;A;0.11218;
28232;15.33;15.797;3;1;0.25;10;100;T;0.11235;
3435;3.2367;39.939;2;1.2;1;10;75;A;0.11243;
18761;2.6673;4.4158;4;1;1;50;150;C;0.11243;
26353;15.083;15.542;2;1;0.25;150;50;T;0.11246;
5081;3.2428;40.014;3;1;1;150;10;A;0.11246;
4306;3.0923;38.158;3;0.5;1;150;75;A;0.11255;
3128;3.2855;40.541;2;1;1;150;50;A;0.11261;
10737;3.271;40.362;6;1;0.5;100;10;A;0.11264;
2187;3.1882;39.34;2;0.5;0.75;50;30;A;0.11274;
9998;3.2624;40.256;6;0.5;0.75;10;30;A;0.11277;
6146;2.9816;36.791;4;0.5;0.75;125;10;A;0.11279;
5854;3.2387;39.964;3;1.5;1;100;150;A;0.11296;
28012;20.5;21.124;3;0.85;0.5;125;125;T;0.11305;
27563;11.541;11.892;3;0.5;0.5;30;125;T;0.1131;
3433;3.2444;40.034;2;1.2;1;10;50;A;0.11313;
34735;14.886;15.339;6;1.2;0.75;50;150;T;0.11323;
1481;3.1788;39.225;1;1.2;1;10;125;A;0.11324;
28506;17.789;18.33;3;1;0.75;125;150;T;0.11324;
28702;13.005;13.401;3;1.2;0.25;150;30;T;0.11331;
5432;3.207;39.572;3;1.2;1;75;10;A;0.11333;
8967;3.2748;40.409;5;1;1;75;75;A;0.11349;
4280;3.2465;40.06;3;0.5;1;100;100;A;0.1136;
3087;3.2829;40.509;2;1;1;75;75;A;0.11361;
4254;3.2721;40.376;3;0.5;1;50;125;A;0.11365;
32933;9.5147;9.8042;5;1.5;0.25;10;75;T;0.11368;
6495;3.1588;38.978;4;0.85;0.75;50;10;A;0.1137;
33576;17.612;18.148;6;0.5;0.75;75;150;T;0.11384;
33129;9.918;10.22;5;1.5;0.75;10;75;T;0.1139;
5807;3.3042;40.773;3;1.5;1;30;125;A;0.1144;
5804;3.0583;37.737;3;1.5;1;30;75;A;0.11446;
3132;3.2929;40.633;2;1;1;150;100;A;0.11454;
26299;17.349;17.877;2;1;0.25;50;75;T;0.11456;
26120;19.357;19.945;2;0.85;0.75;75;100;T;0.11474;
4719;3.0787;37.989;3;1;0.25;30;10;A;0.11481;
25408;7.2482;7.4687;1;1.5;1;30;125;T;0.11488;
2659;3.0049;37.079;2;0.85;1;10;150;A;0.11489;
1139;3.3713;41.6;1;1;1;100;50;A;0.11495;
31202;15.739;16.218;4;1.5;0.75;50;100;T;0.11496;
33168;18.553;19.117;5;1.5;0.75;50;150;T;0.11496;
26742;8.7254;8.9908;2;1.2;0.25;150;30;T;0.11498;
7745;3.3047;40.778;4;1.5;1;10;50;A;0.11504;
9198;3.2068;39.57;5;1.2;0.5;150;10;A;0.1151;
28839;9.2374;9.5185;3;1.2;0.75;50;10;T;0.11522;
31083;6.5487;6.7479;4;1.5;0.5;30;30;T;0.11522;
29911;14.305;14.74;4;0.85;0.5;30;75;T;0.11537;
29142;18.231;18.785;3;1.5;0.5;50;75;T;0.11551;
31237;18.65;19.218;4;1.5;0.75;100;150;T;0.11561;
7364;3.3938;41.878;4;1.2;1;10;150;A;0.11577;
29084;17.414;17.944;3;1.5;0.25;125;50;T;0.11596;
24021;12.666;13.051;1;0.85;0.5;10;150;T;0.11602;
6591;3.0174;37.233;4;0.85;1;30;125;A;0.11602;
28860;18.567;19.132;3;1.2;0.75;75;50;T;0.11603;
6915;3.1784;39.219;4;1;0.75;100;10;A;0.11609;
3102;3.3558;41.409;2;1;1;100;75;A;0.11619;
2332;3.3552;41.401;2;0.5;1;125;75;A;0.1162;
26825;20.079;20.689;2;1.2;0.5;100;150;T;0.11624;
26900;16.659;17.165;2;1.2;0.75;75;50;T;0.11624;
34343;18.569;19.134;6;1;0.75;50;150;T;0.11654;
3082;3.225;39.794;2;1;1;50;150;A;0.11672;
27634;18.668;19.236;3;0.5;0.5;150;125;T;0.11685;
5194;3.4186;42.183;3;1.2;0.5;10;10;A;0.11704;
26811;19.963;20.57;2;1.2;0.5;75;150;T;0.11712;
26065;20.232;20.848;2;0.85;0.5;150;125;T;0.11737;
5787;3.4025;41.984;3;1.5;1;10;75;A;0.11763;
3122;2.7567;34.016;2;1;1;150;10;A;0.11769;
27865;15.237;15.7;3;0.85;0.25;50;50;T;0.1177;
28254;20.28;20.897;3;1;0.25;30;150;T;0.11781;
5029;3.3805;41.714;3;1;1;50;30;A;0.11783;
2065;3.4178;42.174;2;0.5;0.5;10;100;A;0.11789;
26497;18.819;19.391;2;1;0.75;50;100;T;0.11789;
28696;19.853;20.457;3;1.2;0.25;125;100;T;0.1179;
27867;19.112;19.693;3;0.85;0.25;50;75;T;0.11791;
30811;17.825;18.367;4;1.2;0.75;50;125;T;0.11792;
26414;19.963;20.571;2;1;0.5;75;100;T;0.11795;
27615;18.934;19.511;3;0.5;0.5;125;75;T;0.11809;
28676;20.176;20.79;3;1.2;0.25;75;150;T;0.11813;
2709;3.5427;43.715;2;0.85;1;100;75;A;0.11819;
27864;19.965;20.573;3;0.85;0.25;30;150;T;0.11832;
7019;3.3891;41.82;4;1;1;100;50;A;0.11836;
7741;2.4557;30.302;4;1.5;1;10;10;A;0.11839;
1122;3.4114;42.095;1;1;1;50;150;A;0.11841;
29641;19.091;19.672;4;0.5;0.75;50;150;T;0.11843;
7629;3.3742;41.635;4;1.5;0.5;150;10;A;0.11846;
28353;19.857;20.461;3;1;0.5;30;150;T;0.11865;
32939;15.161;15.622;5;1.5;0.25;10;150;T;0.11888;
21469;2.9388;4.8653;5;1.5;1;10;100;C;0.1189;
2735;3.3129;40.879;2;0.85;1;150;50;A;0.11896;
5038;3.3939;41.879;3;1;1;50;125;A;0.11899;
26703;10.04;10.345;2;1.2;0.25;75;50;T;0.11901;
31855;11.693;12.048;5;0.85;0.5;10;75;T;0.11903;
29152;19.816;20.419;3;1.5;0.5;50;150;T;0.11921;
18355;3.4391;5.6936;4;0.85;1;30;150;C;0.1193;
23775;19.189;19.772;1;0.5;0.75;75;150;T;0.11934;
2348;3.4191;42.189;2;0.5;1;150;100;A;0.11942;
27479;19.873;20.477;3;0.5;0.25;50;125;T;0.11947;
55;2.8146;34.731;1;0.5;0.25;100;10;A;0.11983;
24535;15.787;16.267;1;1;0.75;50;75;T;0.12012;
9708;3.4282;42.302;5;1.5;1;10;75;A;0.12012;
24538;18.32;18.877;1;1;0.75;50;100;T;0.12032;
29158;19.494;20.087;3;1.5;0.5;75;100;T;0.12035;
29163;19.925;20.532;3;1.5;0.5;75;150;T;0.12056;
3740;3.4617;42.715;2;1.5;0.75;30;10;A;0.1206;
29150;12.419;12.796;3;1.5;0.5;75;30;T;0.12067;
28752;19.62;20.217;3;1.2;0.5;50;100;T;0.12078;
28651;18.4;18.959;3;1.2;0.25;50;75;T;0.12128;
29542;7.5491;7.7788;4;0.5;0.5;75;30;T;0.1213;
700;2.5157;31.042;1;0.85;1;10;150;A;0.12177;
30778;10.273;10.585;4;1.2;0.75;10;75;T;0.12189;
29266;17.421;17.952;3;1.5;0.75;100;50;T;0.12195;
2721;3.4903;43.069;2;0.85;1;125;50;A;0.12209;
1114;3.5572;43.893;1;1;1;50;75;A;0.12224;
29426;16.411;16.91;4;0.5;0.25;30;125;T;0.12252;
5057;3.2834;40.516;3;1;1;100;30;A;0.12256;
28844;9.8522;10.152;3;1.2;0.75;50;30;T;0.1231;
6984;3.3745;41.639;4;1;1;30;125;A;0.12311;
2227;3.4904;43.07;2;0.5;0.75;100;150;A;0.12317;
6198;2.5903;31.963;4;0.5;1;30;100;A;0.1233;
4610;3.5169;43.397;3;0.85;1;10;50;A;0.12344;
3091;3.5459;43.754;2;1;1;75;125;A;0.12365;
7753;3.4818;42.964;4;1.5;1;10;125;A;0.12369;
28394;19.908;20.514;3;1;0.5;100;150;T;0.12383;
3042;3.5681;44.028;2;1;1;10;50;A;0.12387;
4409;2.9964;36.974;3;0.85;0.5;10;10;A;0.12453;
11648;3.5809;44.186;6;1.5;0.75;150;10;A;0.12464;
3052;2.6774;33.037;2;1;1;10;150;A;0.12516;
722;3.5909;44.31;1;0.85;1;50;75;A;0.12528;
5848;3.6225;44.7;3;1.5;1;100;100;A;0.12576;
7802;3.5675;44.021;4;1.5;1;100;30;A;0.12582;
1107;3.6594;45.155;1;1;1;30;150;A;0.12594;
754;3.6694;45.279;1;0.85;1;100;125;A;0.12605;
32369;18.913;19.488;5;1;0.75;30;150;T;0.12612;
202;3.6056;44.491;1;0.5;0.75;10;75;A;0.12615;
5291;3.6333;44.833;3;1.2;0.75;10;10;A;0.12619;
29839;9.5001;9.7892;4;0.85;0.25;75;50;T;0.12621;
4523;3.539;43.669;3;0.85;0.75;30;10;A;0.1264;
8566;3.7177;45.875;5;0.85;1;50;125;A;0.12648;
10908;3.58;44.175;6;1;1;30;150;A;0.12657;
3108;3.4872;43.031;2;1;1;125;10;A;0.12668;
744;3.6884;45.513;1;0.85;1;75;150;A;0.12699;
3116;3.6935;45.576;2;1;1;125;75;A;0.12708;
30243;7.2711;7.4923;4;1;0.25;100;30;T;0.12753;
20725;2.8974;4.7968;5;1;1;75;50;C;0.12759;
3145;3.5346;43.615;2;1;1;150;150;A;0.12769;
7749;3.7226;45.935;4;1.5;1;10;100;A;0.12772;
2727;3.7315;46.044;2;0.85;1;125;125;A;0.12775;
5431;3.2874;40.564;3;1.2;1;75;10;A;0.12789;
9712;3.6382;44.893;5;1.5;1;10;125;A;0.12789;
5444;3.62;44.669;3;1.2;1;75;125;A;0.1283;
4647;3.4291;42.313;3;0.85;1;75;10;A;0.12835;
28070;7.466;7.6932;3;0.85;0.75;75;10;T;0.12836;
5850;3.6007;44.431;3;1.5;1;100;125;A;0.12836;
10917;3.5875;44.267;6;1;1;50;125;A;0.12884;
5425;3.7643;46.45;3;1.2;1;50;75;A;0.12887;
2668;3.5907;44.307;2;0.85;1;30;75;A;0.12897;
34718;14.483;14.923;6;1.2;0.75;30;125;T;0.12908;
8981;3.5953;44.364;5;1;1;100;75;A;0.1292;
32978;11.948;12.311;5;1.5;0.25;75;75;T;0.1292;
5391;3.7198;45.9;3;1.2;1;10;30;A;0.12947;
11566;3.7121;45.805;6;1.5;0.75;10;30;A;0.12954;
8167;3.3206;40.974;5;0.5;1;50;50;A;0.12972;
342;3.4004;41.959;1;0.5;1;75;50;A;0.12992;
6992;2.8142;34.726;4;1;1;50;50;A;0.12999;
5829;3.6871;45.497;3;1.5;1;75;50;A;0.13022;
736;3.345;41.276;1;0.85;1;75;75;A;0.13023;
4522;3.8059;46.963;3;0.85;0.75;10;150;A;0.13036;
16037;3.1744;5.2554;3;0.5;1;100;75;C;0.13066;
1185;3.8125;47.044;1;1;1;150;150;A;0.13079;
18016;3.7171;6.1538;4;0.5;1;125;125;C;0.13168;
3443;3.7598;46.394;2;1.2;1;10;150;A;0.13171;
5066;3.7009;45.667;3;1;1;100;125;A;0.13183;
2953;3.7497;46.269;2;1;0.75;10;150;A;0.13189;
6612;2.7726;34.212;4;0.85;1;75;30;A;0.13197;
11190;4.0084;49.462;6;1.2;0.75;30;30;A;0.13225;
29291;18.359;18.918;3;1.5;0.75;125;150;T;0.13232;
3262;3.8924;48.031;2;1.2;0.5;50;10;A;0.13285;
5077;3.4292;42.315;3;1;1;125;100;A;0.13286;
3130;3.7097;45.776;2;1;1;150;75;A;0.1329;
5442;3.6601;45.163;3;1.2;1;75;100;A;0.13296;
9330;3.8206;47.144;5;1.2;1;30;50;A;0.1333;
4660;3.6865;45.49;3;0.85;1;75;125;A;0.1334;
8980;3.8728;47.788;5;1;1;100;50;A;0.13372;
4639;3.8232;47.176;3;0.85;1;50;50;A;0.13408;
1125;3.9242;48.422;1;1;1;75;50;A;0.13409;
2195;3.8299;47.259;2;0.5;0.75;50;125;A;0.1342;
4634;3.1018;38.274;3;0.85;1;50;10;A;0.13434;
10939;3.6498;45.036;6;1;1;100;50;A;0.13434;
6998;3.8857;47.948;4;1;1;50;125;A;0.13439;
6178;2.7913;34.443;4;0.5;1;10;50;A;0.13466;
11275;3.8303;47.264;6;1.2;1;10;75;A;0.13542;
10978;3.4553;42.636;6;1.2;0.25;10;30;A;0.13566;
5094;3.8633;47.672;3;1;1;150;125;A;0.13569;
5476;4.0437;49.897;3;1.2;1;125;150;A;0.13588;
2728;3.9587;48.848;2;0.85;1;125;125;A;0.13666;
10171;3.9445;48.673;6;0.5;1;125;75;A;0.13677;
6609;3.5591;43.918;4;0.85;1;50;150;A;0.13687;
4129;4.0086;49.464;3;0.5;0.75;10;150;A;0.13797;
5392;3.9236;48.416;3;1.2;1;10;30;A;0.13822;
7251;3.037;37.474;4;1.2;0.75;10;10;A;0.13835;
1115;3.9889;49.221;1;1;1;50;100;A;0.1385;
7049;3.9027;48.157;4;1;1;150;75;A;0.13851;
6469;3.9355;48.562;4;0.85;0.75;10;30;A;0.13862;
3432;4.0341;49.779;2;1.2;1;10;30;A;0.13875;
11669;3.9267;48.454;6;1.5;1;10;100;A;0.13959;
8975;3.8109;47.024;5;1;1;75;150;A;0.13965;
5836;4.0389;49.838;3;1.5;1;75;125;A;0.13991;
28870;17.811;18.353;3;1.2;0.75;100;30;T;0.14012;
5045;3.3649;41.521;3;1;1;75;50;A;0.14035;
4682;4.1774;51.547;3;0.85;1;125;50;A;0.14061;
5474;4.2158;52.02;3;1.2;1;150;10;A;0.14089;
7380;4.0412;49.866;4;1.2;1;30;150;A;0.14145;
1874;3.8641;47.68;1;1.5;1;10;125;A;0.14171;
5817;3.9204;48.375;3;1.5;1;50;75;A;0.14206;
29096;12.896;13.289;3;1.5;0.25;150;30;T;0.14211;
5436;4.2694;52.682;3;1.2;1;75;30;A;0.14212;
6977;3.1785;39.221;4;1;1;30;50;A;0.14213;
32608;6.959;7.1708;5;1.2;0.25;125;30;T;0.1423;
5872;3.9851;49.174;3;1.5;1;150;50;A;0.14255;
1128;4.2191;52.062;1;1;1;75;75;A;0.14272;
11667;4.0757;50.292;6;1.5;1;10;75;A;0.14318;
5428;4.1539;51.257;3;1.2;1;50;100;A;0.14328;
5878;4.0498;49.973;3;1.5;1;150;125;A;0.1434;
10899;3.6464;44.995;6;1;1;30;75;A;0.1436;
2949;4.1944;51.756;2;1;0.75;10;100;A;0.14372;
2064;4.1239;50.886;2;0.5;0.5;10;75;A;0.14403;
2732;4.1242;50.89;2;0.85;1;125;150;A;0.14414;
4712;4.1236;50.883;3;0.85;1;150;150;A;0.14443;
2235;4.1432;51.125;2;0.5;0.75;125;100;A;0.14472;
4907;4.1379;51.059;3;1;0.75;10;100;A;0.14476;
1141;4.0158;49.553;1;1;1;100;75;A;0.14546;
5856;4.3893;54.162;3;1.5;1;125;30;A;0.14549;
2244;4.1496;51.204;2;0.5;0.75;150;30;A;0.14551;
8556;4.1599;51.33;5;0.85;1;30;150;A;0.14552;
5016;4.1599;51.331;3;1;1;30;30;A;0.14583;
9999;4.1771;51.543;6;0.5;0.75;10;50;A;0.14614;
2704;4.1595;51.326;2;0.85;1;75;150;A;0.14615;
6996;4.0832;50.384;4;1;1;50;100;A;0.14639;
5861;3.8118;47.036;3;1.5;1;125;100;A;0.14649;
10175;4.2457;52.39;6;0.5;1;125;125;A;0.14651;
9007;4.0724;50.252;5;1;1;150;50;A;0.14652;
7765;4.1153;50.78;4;1.5;1;30;100;A;0.14669;
7029;4.2717;52.71;4;1;1;100;150;A;0.14713;
5082;4.2214;52.089;3;1;1;150;10;A;0.1476;
3878;3.887;47.963;2;1.5;1;100;10;A;0.14787;
4666;4.1864;51.658;3;0.85;1;100;30;A;0.14798;
24900;12.968;13.362;1;1.2;0.75;10;100;T;0.14806;
5875;4.2862;52.889;3;1.5;1;150;100;A;0.14817;
6619;4.2852;52.877;4;0.85;1;75;125;A;0.14826;
5467;4.254;52.492;3;1.2;1;125;75;A;0.14876;
4425;4.2553;52.508;3;0.85;0.5;30;10;A;0.14906;
1146;4.2774;52.781;1;1;1;100;125;A;0.14923;
2202;4.1601;51.334;2;0.5;0.75;75;30;A;0.14928;
4914;4.2596;52.561;3;1;0.75;10;150;A;0.1493;
2707;4.2125;51.98;2;0.85;1;100;50;A;0.1494;
28441;17.37;17.898;3;1;0.75;30;75;T;0.14987;
16458;3.9471;6.5345;3;0.85;1;150;75;C;0.15026;
1489;4.4247;54.598;1;1.2;1;30;50;A;0.1504;
8972;4.3366;53.511;5;1;1;75;125;A;0.1506;
4609;4.2879;52.911;3;0.85;1;10;50;A;0.15086;
4906;4.094;50.518;3;1;0.75;10;75;A;0.15178;
20778;5.1636;8.5485;5;1;1;150;125;C;0.15209;
5072;4.1343;51.015;3;1;1;125;30;A;0.15231;
2753;4.3045;53.115;2;0.85;1;150;150;A;0.15313;
10954;4.1286;50.945;6;1;1;125;50;A;0.15329;
4144;4.3408;53.563;3;0.5;0.75;50;10;A;0.15355;
982;4.5462;56.098;1;1;0.75;10;30;A;0.15383;
11638;4.4517;54.932;6;1.5;0.75;125;30;A;0.15436;
11673;3.8958;48.071;6;1.5;1;10;125;A;0.15464;
7372;4.3996;54.289;4;1.2;1;30;75;A;0.15472;
8593;4.4103;54.421;5;0.85;1;100;125;A;0.15503;
7005;4.3205;53.312;4;1;1;75;50;A;0.15569;
5054;4.5025;55.559;3;1;1;100;10;A;0.15617;
5294;4.5852;56.578;3;1.2;0.75;10;30;A;0.15721;
5471;4.4918;55.427;3;1.2;1;125;125;A;0.1573;
4687;4.5461;56.097;3;0.85;1;125;125;A;0.15844;
1171;4.5;55.528;1;1;1;150;100;A;0.15849;
5059;4.5183;55.754;3;1;1;100;50;A;0.15901;
4133;4.5281;55.875;3;0.5;0.75;30;30;A;0.15948;
9010;4.5259;55.847;5;1;1;150;75;A;0.15962;
2696;4.2013;51.841;2;0.85;1;75;75;A;0.16033;
30583;13.132;13.532;4;1.2;0.25;10;100;T;0.16088;
9331;4.578;56.489;5;1.2;1;30;75;A;0.16088;
3905;4.5862;56.591;2;1.5;1;150;10;A;0.16116;
8590;3.8378;47.356;5;0.85;1;100;75;A;0.16122;
7156;4.6535;57.421;4;1.2;0.5;10;30;A;0.16157;
5692;4.2074;51.918;3;1.5;0.75;10;100;A;0.16206;
4661;4.4104;54.422;3;0.85;1;100;10;A;0.16221;
6861;4.7209;58.254;4;1;0.75;10;30;A;0.1625;
4026;4.6002;56.764;3;0.5;0.5;10;100;A;0.16423;
1135;4.7265;58.323;1;1;1;75;150;A;0.16437;
2203;4.5538;56.192;2;0.5;0.75;75;50;A;0.16487;
1873;4.5953;56.704;1;1.5;1;10;125;A;0.16508;
10811;4.6605;57.508;6;1;0.75;50;30;A;0.16542;
4131;3.7711;46.534;3;0.5;0.75;30;10;A;0.16587;
8996;4.6429;57.291;5;1;1;125;75;A;0.16588;
1884;4.6427;57.289;1;1.5;1;30;75;A;0.16597;
5614;4.7099;58.118;3;1.5;0.5;50;10;A;0.16766;
1890;4.7797;58.978;1;1.5;1;30;150;A;0.16774;
5039;4.783;59.02;3;1;1;75;10;A;0.16826;
3387;4.8084;59.333;2;1.2;0.75;100;10;A;0.16863;
4151;4.8959;60.413;3;0.5;0.75;50;75;A;0.16867;
5838;4.9337;60.879;3;1.5;1;100;10;A;0.16994;
11092;4.8793;60.207;6;1.2;0.5;30;30;A;0.17026;
7015;4.2263;52.15;4;1;1;75;150;A;0.17229;
9728;4.9741;61.378;5;1.5;1;30;125;A;0.17276;
9335;4.8317;59.621;5;1.2;1;30;125;A;0.17379;
6647;4.8654;60.036;4;0.85;1;125;125;A;0.17431;
5477;5.0751;62.624;3;1.2;1;150;30;A;0.175;
8962;5.0896;62.803;5;1;1;50;150;A;0.17822;
10944;5.0669;62.523;6;1;1;100;100;A;0.17859;
4655;5.182;63.943;3;0.85;1;75;75;A;0.17868;
10511;4.9581;61.18;6;0.85;1;30;125;A;0.17905;
4683;5.1142;63.107;3;0.85;1;125;75;A;0.17912;
6471;5.1475;63.517;4;0.85;0.75;10;50;A;0.17935;
5478;4.9848;61.509;3;1.2;1;150;30;A;0.18115;
7361;5.2124;64.318;4;1.2;1;10;125;A;0.18127;
9650;5.2341;64.586;5;1.5;0.75;75;30;A;0.18139;
8220;4.7972;59.195;5;0.5;1;125;150;A;0.18143;
1158;4.9355;60.901;1;1;1;125;100;A;0.18147;
9004;5.0984;62.911;5;1;1;125;150;A;0.18149;
10179;5.1356;63.371;6;0.5;1;125;150;A;0.18161;
423;5.1837;63.964;1;0.85;0.25;50;30;A;0.18165;
10004;5.1731;63.833;6;0.5;0.75;10;100;A;0.18233;
9805;5.3294;65.762;6;0.5;0.25;10;75;A;0.18303;
7269;5.1774;63.886;4;1.2;0.75;30;30;A;0.18315;
8983;5.1789;63.905;5;1;1;100;100;A;0.18345;
11191;5.6381;69.571;6;1.2;0.75;30;50;A;0.18352;
8563;3.8311;47.274;5;0.85;1;50;100;A;0.1854;
768;4.6436;57.3;1;0.85;1;125;125;A;0.18601;
2737;5.4511;67.264;2;0.85;1;150;75;A;0.18646;
2098;5.3184;65.626;2;0.5;0.5;50;125;A;0.18657;
7385;5.3685;66.244;4;1.2;1;50;75;A;0.18715;
7428;5.3204;65.651;4;1.2;1;125;75;A;0.18779;
4024;5.194;64.091;3;0.5;0.5;10;75;A;0.18854;
111;5.4214;66.897;1;0.5;0.5;10;150;A;0.18891;
8970;5.4201;66.881;5;1;1;75;100;A;0.18936;
10537;5.3853;66.451;6;0.85;1;75;100;A;0.18949;
4702;4.9946;61.631;3;0.85;1;150;125;A;0.18988;
9635;5.0914;62.825;5;1.5;0.75;50;30;A;0.19052;
7052;5.4578;67.347;4;1;1;150;100;A;0.19095;
5298;5.6155;69.292;3;1.2;0.75;10;75;A;0.19427;
1613;5.5633;68.648;1;1.5;0.25;75;30;A;0.19463;
2217;5.5592;68.597;2;0.5;0.75;100;50;A;0.19466;
11727;5.6471;69.682;6;1.5;1;100;100;A;0.19553;
5221;5.689;70.199;3;1.2;0.5;50;10;A;0.19621;
10196;5.4867;67.703;6;0.85;0.25;10;50;A;0.19698;
10868;5.6715;69.983;6;1;0.75;150;30;A;0.19707;
1885;5.5324;68.267;1;1.5;1;30;100;A;0.19789;
5418;4.2223;52.101;3;1.2;1;50;10;A;0.19822;
1193;5.0687;62.545;1;1.2;0.25;30;30;A;0.19961;
8608;5.1134;63.097;5;0.85;1;125;125;A;0.19992;
10165;5.1263;63.256;6;0.5;1;100;150;A;0.20014;
10588;5.7999;71.567;6;1;0.25;10;50;A;0.20087;
3532;5.5677;68.703;2;1.5;0.25;10;50;A;0.20106;
104;5.6429;69.631;1;0.5;0.5;10;75;A;0.20112;
10950;5.7034;70.377;6;1;1;100;150;A;0.2012;
7452;5.8308;71.948;4;1.5;0.25;10;50;A;0.20181;
983;5.7806;71.33;1;1;0.75;10;50;A;0.20243;
4178;5.8302;71.942;3;0.5;0.75;100;50;A;0.20258;
4153;5.7918;71.468;3;0.5;0.75;50;100;A;0.20275;
2453;5.5785;68.835;2;0.85;0.5;10;50;A;0.20365;
9348;5.3872;66.475;5;1.2;1;50;100;A;0.20386;
1928;5.7251;70.644;1;1.5;1;100;100;A;0.20502;
7771;5.5361;68.312;4;1.5;1;30;150;A;0.20529;
1495;5.8242;71.868;1;1.2;1;30;125;A;0.20541;
6284;4.738;58.464;4;0.5;1;150;150;A;0.20681;
8431;5.921;73.062;5;0.85;0.75;10;50;A;0.20791;
7402;5.9455;73.364;4;1.2;1;75;100;A;0.20796;
984;5.9164;73.006;1;1;0.75;10;50;A;0.21013;
3494;6.0518;74.676;2;1.2;1;100;75;A;0.21072;
4911;6.0233;74.325;3;1;0.75;10;125;A;0.21092;
1496;6.2486;77.104;1;1.2;1;30;125;A;0.21119;
6673;6.1793;76.249;4;0.85;1;150;150;A;0.21182;
494;5.852;72.211;1;0.85;0.5;10;50;A;0.21216;
7439;4.4163;54.495;4;1.2;1;150;50;A;0.21421;
9759;6.0401;74.531;5;1.5;1;75;150;A;0.21595;
6066;6.1087;75.377;4;0.5;0.5;150;30;A;0.21628;
